ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan
218,,mauliene,black,ithakani,ithakani,i tʰ a k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
219,,kumadene2,black,ɽiːpadaɽi,ɽiːpadaɽi,ɽ iː p a d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
220,,kumadene1,black,kaðajtɛ,kaðajtɛ,k a ð a j t ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
221,,kowaidakenai,black,kaidaːkaɽi,kaidaːkaɽi,k a i d aː k a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
222,,dzawinai,black,iːtadaɽi,iːtadaɽi,iː t a d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
223,,tariana,black,taːdaɔmanʊka,taːdaɔmanʊka,t aː d a ɔ m a n ʊ k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
224,,aha,black,iːtadali,iːtadali,iː t a d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
225,,ehe,black,iːta ~ itaːdali,iːta ~ itaːdali,iː t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
226,,oho,black,iːtadale,iːtadale,iː t a d a l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
227,,name,black,iːtadali,iːtadali,iː t a d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
228,,werekena,black,sɛɾeɾi,sɛɾeɾi,s ɛ ɾ e ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
229,,waliperi,blood,ɽiɽɐnɐ,ɽiɽɐnɐ,ɽ i ɽ ɐ n ɐ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
230,,hohoodene,blood,ɽiːɽɐna,ɽiːɽɐna,ɽ iː ɽ ɐ n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
231,,moliwene,blood,ɽiʐɐna,ɽiʐɐna,ɽ i ʐ ɐ n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
232,,mauliene,blood,ɽiʐɐna,ɽiʐɐna,ɽ i ʐ ɐ n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
233,,kumadene2,blood,ɽiʐana,ɽiʐana,ɽ i ʐ a n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
234,,kumadene1,blood,iːðɐ,iːðɐ,iː ð ɐ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
235,,tariana,blood,iɽi,iɽi,i ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
236,,aha,blood,liːrana,liːrana,l iː ɾ a n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
237,,ehe,blood,iranaːti ~ irana,iranaːti ~ irana,i ɾ a n aː t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
238,,oho,blood,liːrana,liːrana,l iː ɾ a n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
239,,name,blood,lirana,lirana,l i ɾ a n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
240,,werekena,blood,niasti,niasti,n i a s t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
241,,hohoodene,blow,nopʰiaka,nopʰiaka,n o pʰ i a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
242,,moliwene,blow,nupʰiaka,nupʰiaka,n u pʰ i a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
243,,mauliene,blow,nuphiaka,nuphiaka,n u pʰ i a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
244,,kumadene2,blow,nuphiaka,nuphiaka,n u pʰ i a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
245,,tariana,blow,nãphiakanãmãnika,nãphiakanãmãnika,n ã pʰ i a k a n ã m ã n i k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
246,,aha,blow,iphiakada,iphiakada,i pʰ i a k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
247,,ehe,blow,iphiakheti,iphiakheti,i pʰ i a kʰ e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
248,,oho,blow,iphiaketi,iphiaketi,i pʰ i a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
249,,name,blow,ipiaketi,ipiaketi,i p i a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
250,,werekena,blow,pijowitɛhə,pijowitɛhə,p i j o w i t ɛ h ə,,granadillo_ethnographic_2006;silva_discoteca_1961,,
251,,waliperi,dull,memamadaɽi,memamadaɽi,m e m a m a d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
252,,hohoodene,dull,wapɛkoni,wapɛkoni,w a p ɛ k o n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
253,,mauliene,dull,nupɛkoka,nupɛkoka,n u p ɛ k o k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
254,,kumadene2,dull,nukadaka,nukadaka,n u k a d a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
255,,tariana,dull,memanə̃kadupeɾi,memanə̃kadupeɾi,m e m a n ə̃ k a d u p e ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
256,,aha,dull,meːmadali,meːmadali,m eː m a d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
257,,ehe,dull,meminete,meminete,m e m i n e t e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
258,,oho,dull,memaneːte,memaneːte,m e m a n eː t e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
259,,name,dull,temeːte,temeːte,t e m eː t e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
260,,werekena,dull,jamenɐpiẽhe,jamenɐpiẽhe,j a m e n ɐ p i ẽ h e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
261,,waliperi,bone,ɽiapi,ɽiapi,ɽ i a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
262,,hohoodene,bone,ɽiapi,ɽiapi,ɽ i a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
263,,mauliene,bone,ɽiapi,ɽiapi,ɽ i a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
264,,kumadene2,bone,ɽiapi,ɽiapi,ɽ i a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
265,,kumadene1,bone,ljapipi,ljapipi,l j a p i p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
266,,tariana,bone,ɲãpi,ɲãpi,ɲ ã p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
267,,aha,bone,liapi,liapi,l i a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
268,,ehe,bone,inapi,inapi,i n a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
269,,oho,bone,liapi,liapi,l i a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
270,,name,bone,liapi,liapi,l i a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
271,,werekena,bone,simati,simati,s i m a t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
272,,waliperi,boychild,jenipɛʈi,jenipɛʈi,j e n i p ɛ t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
273,,hohoodene,boychild,ieːnipɛʈi,ieːnipɛʈi,i eː n i p ɛ t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
274,,moliwene,boychild,kɛːpɛʈi,kɛːpɛʈi,k ɛː p ɛ t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
275,,mauliene,boychild,jempeti,jempeti,j e m p e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
276,,aha,boychild,jempeti,jempeti,j e m p e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
277,,ehe,boychild,haːpe,haːpe,h aː p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
278,,oho,boychild,jempeti,jempeti,j e m p e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
279,,name,boychild,jempeti,jempeti,j e m p e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
280,,werekena,boychild,wiɾubɛɽo,wiɾubɛɽo,w i ɾ u b ɛ ɽ o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
281,,hohoodene,breast,nuini,nuini,n u i n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
282,,moliwene,breast,ɽiːni,ɽiːni,ɽ iː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
283,,mauliene,breast,ina ʐini,ina ʐini,i n a # ʐ i n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
284,,kumadene2,breast,ʐuini,ʐuini,ʐ u i n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
285,,kumadene1,breast,janɐ̃pɛ,janɐ̃pɛ,j a n ɐ̃ p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
286,,kowaidakenai,breast,ɽitini,ɽitini,ɽ i t i n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
287,,dzawinai,breast,ɽiːni,ɽiːni,ɽ iː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
288,,tariana,breast,pəjniː,pəjniː,p ə j n iː,,granadillo_ethnographic_2006;silva_discoteca_1961,,
289,,werekena,breast,nutʃini,nutʃini,n u tʃ i n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
290,,waliperi,burn,ɽimakawa,ɽimakawa,ɽ i m a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
291,,hohoodene,burn,wamhɐ̃jtakɐni,wamhɐ̃jtakɐni,w a mʰ ɐ̃ j t a k ɐ n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
292,,moliwene,burn,ɽimakawa,ɽimakawa,ɽ i m a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
293,,mauliene,burn,numaitaka,numaitaka,n u m a i t a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
294,,kumadene2,burn,ɽimakawa,ɽimakawa,ɽ i m a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
295,,kumadene1,burn,ɽamaka,ɽamaka,ɽ a m a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
296,,kowaidakenai,burn,ɽimakawa,ɽimakawa,ɽ i m a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
297,,dzawinai,burn,queimar,queimar,ɽ i m a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
298,,tariana,burn,nohmaitakanuka,nohmaitakanuka,n o mʰ a i t a k a n u k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
299,,aha,burn,imaitakada,imaitakada,i m a i t a k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
300,,ehe,burn,imaitakaita ~ imaitaːkheti,imaitakaita ~ imaitaːkheti,i m a i t a k a i t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
301,,oho,burn,imaketi,imaketi,i m a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
302,,name,burn,himaidaketi,himaidaketi,h i m a i d a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
303,,werekena,burn,maːtahɐ̃,maːtahɐ̃,m aː t a h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,
304,,kumadene1,canoe,iːta,iːta,iː t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
305,,hohoodene,chest,pakoda,pakoda,p a k o d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
306,,moliwene,chest,pakuda,pakuda,p a k u d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
307,,mauliene,chest,nukuda,nukuda,n u k u d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
308,,kumadene2,chest,nukudaɽiku,nukudaɽiku,n u k u d a ɽ i k u,,granadillo_ethnographic_2006;silva_discoteca_1961,,
309,,kowaidakenai,chest,ɽikuda,ɽikuda,ɽ i k u d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
310,,dzawinai,chest,ɽikuda,ɽikuda,ɽ i k u d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
311,,werekena,chest,numij̃awa,numij̃awa,n u m i j̃ a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
312,,aha,clean,işaːtakaita,işaːtakaita,i ʂ aː t a k a i t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
313,,ehe,clean,matsiataketi,matsiataketi,m a ts i a t a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
314,,oho,clean,ipitsoketi,ipitsoketi,i p i ts o k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
315,,name,clean,matsiateka,matsiateka,m a ts i a t e k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
316,,waliperi,cloud,enutenɐ̃,enutenɐ̃,e n u t e n ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,
317,,hohoodene,cloud,ɛnutona,ɛnutona,ɛ n u t o n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
318,,moliwene,cloud,dzadawaka,dzadawaka,dz a d a w a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
319,,mauliene,cloud,tamana,tamana,t a m a n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
320,,kumadene2,cloud,einu,einu,e i n u,,granadillo_ethnographic_2006;silva_discoteca_1961,,
321,,kumadene1,cloud,ithɐpɛdapɛ,ithɐpɛdapɛ,i tʰ ɐ p ɛ d a p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
322,,kowaidakenai,cloud,novi,novi,n o v i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
323,,dzawinai,cloud,idzadaaka,idzadaaka,i dz a d aː k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
324,,tariana,cloud,jenʰuniːsakumã,jenʰuniːsakumã,j e nʰ u n iː s a k u m ã,,granadillo_ethnographic_2006;silva_discoteca_1961,,
325,,aha,cloud,iːja ~ ijadaoka,iːja ~ ijadaoka,iː j a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
326,,ehe,cloud,itamana,itamana,i t a m a n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
327,,oho,cloud,idzadaoka,idzadaoka,i dz a d a o k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
328,,name,cloud,itamana,itamana,i t a m a n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
329,,werekena,cloud,sjaɾiɾi,sjaɾiɾi,s j a ɾ i ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
330,,waliperi,cold,hapɛ,hapɛ,h a p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
331,,hohoodene,cold,hapɛkɐni,hapɛkɐni,h a p ɛ k ɐ n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
332,,moliwene,cold,hapɛdɛ,hapɛdɛ,h a p ɛ d ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
333,,mauliene,cold,hapɛkani,hapɛkani,h a p ɛ k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
334,,kumadene2,cold,hapeka,hapeka,h a p e k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
335,,kowaidakenai,cold,iːniʐikani,iːniʐikani,iː n i ʐ i k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
336,,dzawinai,cold,haːpc,haːpc,h aː p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
337,,tariana,cold,hapɛmanʊka,hapɛmanʊka,h a p ɛ m a n ʊ k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
338,,aha,cold,hape,hape,h a p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
339,,ehe,cold,hape,hape,h a p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
340,,oho,cold,hapedale,hapedale,h a p e d a l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
341,,name,cold,haperrji,haperrji,h a p e r j i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
342,,werekena,cold,awinimi,awinimi,a w i n i m i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
343,,hohoodene,come,ɽinuka,ɽinuka,ɽ i n u k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
344,,kumadene2,come,ɽinuka,ɽinuka,ɽ i n u k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
345,,kowaidakenai,come,nunukawa,nunukawa,n u n u k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
346,,dzawinai,come,inu,inu,i n u,,granadillo_ethnographic_2006;silva_discoteca_1961,,
347,,tariana,come,nanʊnukahanʊpɛ,nanʊnukahanʊpɛ,n a n ʊ n u k a h a n ʊ p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
348,,aha,come,inoketi,inoketi,i n o k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
349,,ehe,come,inokheti,inokheti,i n o kʰ e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
350,,oho,come,inokete,inokete,i n o k e t e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
351,,name,come,rinoka,rinoka,ɾ i n o k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
352,,werekena,come,nɛda,nɛda,n ɛ d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
353,,moliwene,come,nunuka,nunuka,n u n u k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
354,,mauliene,come,nunuka,nunuka,n u n u k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
355,,kumadene1,cook,wajanenĩpɛ,wajanenĩpɛ,w a j a n e n ĩ p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
356,,kumadene1,corpse,ĩnipe,ĩnipe,ĩ n i p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
357,,hohoodene,correct,madzakɐni,madzakɐni,m a dz a k ɐ n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
358,,mauliene,correct,madzakani,madzakani,m a dz a k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
359,,kumadene2,correct,hiːkuka,hiːkuka,h iː k u k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
360,,kowaidakenai,correct,dzekemati,dzekemati,dz e k e m a t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
361,,dzawinai,correct,ɽudzekema,ɽudzekema,ɽ u dz e k e m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
362,,tariana,correct,masiakani,masiakani,m a s i a k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
363,,aha,correct,matsiani,matsiani,m a ts i a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
364,,ehe,correct,matsiakhai ~ matsankhai,matsiakhai ~ matsankhai,m a ts i a kʰ a i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
365,,oho,correct,hapeːdale,hapeːdale,h a p eː d a l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
366,,name,correct,matsia,matsia,m a ts i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
367,,aha,count,iniwetakada,iniwetakada,i n i w e t a k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
368,,ehe,count,nuwetaːketi ~ niwetaːketi,nuwetaːketi ~ niwetaːketi,n u w e t aː k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
369,,oho,count,iniwetaketi,iniwetaketi,i n i w e t a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
370,,name,count,pinuweːtaka,pinuweːtaka,p i n u w eː t a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
371,,waliperi,cut,nutakʰaka,nutakʰaka,n u t a kʰ a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
372,,hohoodene,cut,watakaˀaka,watakaˀaka,w a t a k aˀ a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
373,,mauliene,cut,nuthaka,nuthaka,n u tʰ a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
374,,kumadene2,cut,nuioaka,nuioaka,n u i o a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
375,,tariana,cut,napisanipɛ,napisanipɛ,n a p i s a n i p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
376,,aha,cut,ijowakaita,ijowakaita,i j o w a k a i t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
377,,ehe,cut,takaːketi,takaːketi,t a k aː k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
378,,oho,cut,itakaːketi,itakaːketi,i t a k aː k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
379,,name,cut,wajowaka,wajowaka,w a j o w a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
380,,werekena,cut,pitɛɾuka,pitɛɾuka,p i t ɛ ɾ u k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
381,,waliperi,dark,kadawakadaɽi,kadawakadaɽi,k a d a w a k a d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
382,,hohoodene,dark,kadawakadaɽi,kadawakadaɽi,k a d a w a k a d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
383,,moliwene,dark,dɛːpiti,dɛːpiti,d ɛː p i t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
384,,mauliene,dark,kadawakani,kadawakani,k a d a w a k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
385,,kumadene2,dark,deːpi,deːpi,d eː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
386,,tariana,dark,kadaːwani,kadaːwani,k a d aː w a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
387,,werekena,dark,sibumãha,sibumãha,s i b u m ã h a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
388,,waliperi,day,hɛkoapi,hɛkoapi,h ɛ k o a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
389,,hohoodene,day,hɛkoapi,hɛkoapi,h ɛ k o a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
390,,moliwene,day,hɛkoapi,hɛkoapi,h ɛ k o a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
391,,mauliene,day,hekoapi,hekoapi,h e k o a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
392,,kumadene2,day,hekoapi,hekoapi,h e k o a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
393,,kumadene1,day,ɐhkoapɪ,ɐhkoapɪ,ɐ h k o a p ɪ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
394,,tariana,day,ehkwapi,ehkwapi,e h kʷ a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
395,,aha,day,haːlewiriko,haːlewiriko,h aː l e w i ɾ i k o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
396,,ehe,day,hekuapi,hekuapi,h e k u a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
397,,oho,day,hekuapi,hekuapi,h e k u a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
398,,name,day,haledaoka,haledaoka,h a l e d a o k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
399,,werekena,day,pɛpusi,pɛpusi,p ɛ p u s i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
400,,kumadene1,devil,iɲãj,iɲãj,i ɲ ã j,,granadillo_ethnographic_2006;silva_discoteca_1961,,
401,,waliperi,die,ɽidzɛːkʰi,ɽidzɛːkʰi,ɽ i dz ɛː kʰ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
402,,hohoodene,die,padzaːmika,padzaːmika,p a dz aː m i k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
403,,moliwene,die,ɽidzɐːmika,ɽidzɐːmika,ɽ i dz ɐː m i k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
404,,mauliene,die,maɽiomakanɛ,maɽiomakanɛ,m a ɽ i o m a k a n ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
405,,kumadene2,die,majemeka,majemeka,m a j e m e k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
406,,kumadene1,die,wajamenĩpɛ,wajamenĩpɛ,w a j a m e n ĩ p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
407,,kowaidakenai,die,nuthẽːtaka,nuthẽːtaka,n u tʰ ẽː t a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
408,,dzawinai,die,nudzaːmika,nudzaːmika,n u dz aː m i k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
409,,tariana,die,lijamĩnʊkalia,lijamĩnʊkalia,l i j a m ĩ n ʊ k a l i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
410,,aha,die,iːjamikada ~ majandali,iːjamikada ~ majandali,iː j a m i k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
411,,ehe,die,dzaːmikhethi,dzaːmikhethi,dz aː m i kʰ e tʰ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
412,,oho,die,idzaːmiketi,idzaːmiketi,i dz aː m i k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
413,,name,die,majaonka,majaonka,m a j a o n k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
414,,werekena,die,nuiwa,nuiwa,n u i w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
415,,hohoodene,dig,pʰekakɐni,pʰekakɐni,pʰ e k a k ɐ n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
416,,moliwene,dig,pʰekɐ̃ga,pʰekɐ̃ga,pʰ e k ɐ̃ g a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
417,,mauliene,dig,hika,hika,h i k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
418,,kumadene2,dig,hĩkaakaŋ,hĩkaakaŋ,h ĩ k aː k a ŋ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
